Detector,Descriptor,MatchedKeypoints,DetectionTime(ms), DescriptionTime(ms), TotalTime(ms)

SHI-TOMASI + BRISK
307,1.66225,1.16351,2.82576
308,1.56639,0.97767,2.54406
298,1.50868,0.988651,2.49733
321,1.64929,1.07087,2.72016
283,1.6968,0.903165,2.59997
315,1.48206,1.08979,2.57186
323,1.54946,1.1262,2.67566
302,1.78268,0.928018,2.7107
311,1.55771,0.96933,2.52704

FAST + FREAK
251,1.43863,1.21366,2.65228
247,1.4729,1.02729,2.50019
233,1.58976,0.998233,2.58799
255,1.75441,0.974367,2.72877
231,1.50609,1.17675,2.68284
265,1.58285,1.01961,2.60246
251,1.60887,1.00824,2.61711
253,1.5844,1.0015,2.5859
247,1.61459,1.04244,2.65703

FAST + SIFT
316,1.45316,1.50115,2.95431
325,1.61076,1.30172,2.91248
297,1.46261,1.32009,2.78271
311,1.58981,1.29242,2.88223
291,1.53962,1.33756,2.87719
326,1.69284,1.4468,3.13964
315,1.51713,1.30503,2.82217
300,1.67086,1.60201,3.27287
301,1.65881,1.41821,3.07702

BRISK + BRISK
171,164.342,0.634071,164.976
176,164.519,0.606714,165.126
157,168.124,0.584276,168.708
176,161.845,0.617718,162.462
174,166.391,0.63219,167.023
188,165.331,0.589179,165.92
173,162.706,0.612351,163.319
171,166.488,0.61848,167.106
184,167.994,0.543444,168.538

BRISK + BRIEF
178,159.192,0.601958,159.794
205,165.622,0.639588,166.261
185,162.754,0.572128,163.326
179,161.19,0.570542,161.76
183,160.393,0.582778,160.976
195,161.593,0.574696,162.167
207,163.373,0.561909,163.935
189,161.584,0.526951,162.111
183,168.376,0.578945,168.954

BRISK + ORB
162,160.699,0.635959,161.335
175,164.924,0.553134,165.477
158,160.644,0.545313,161.189
167,168.585,0.599826,169.185
160,162.274,0.628649,162.903
182,166.689,0.55508,167.244
167,160.921,0.549509,161.47
171,163.757,0.639853,164.397
172,165.733,0.490246,166.223

BRISK + FREAK
160,159.775,0.553006,160.328
177,161.536,0.547676,162.084
155,166.083,0.550144,166.633
173,162.483,0.573993,163.057
161,164.447,0.561024,165.008
183,161.515,0.690988,162.206
169,165.418,0.545377,165.963
178,167.808,0.512473,168.321
168,168.262,0.492148,168.754

BRISK + SIFT
182,177.85,0.791713,178.642
193,179.644,0.743207,180.387
169,182.904,0.711604,183.616
183,186.928,0.832992,187.761
171,185.556,0.782445,186.339
195,186.173,0.733305,186.906
194,185.425,0.841616,186.266
176,189.621,0.691172,190.312
183,187.222,0.772987,187.995

ORB + BRISK
73,5.78798,0.24661,6.03459
74,5.42671,0.219688,5.64639
79,5.80193,0.224188,6.02612
85,5.58661,0.231958,5.81857
79,5.94979,0.242244,6.19204
92,5.48668,0.250985,5.73767
90,5.90055,0.263325,6.16387
88,5.99475,0.254482,6.24923
91,5.5141,0.295559,5.80966

ORB + BRIEF
49,5.38335,0.3069,5.69025
43,5.33379,0.208348,5.54214
45,5.74502,0.200863,5.94588
59,5.35892,0.217133,5.57605
53,5.33432,0.248168,5.58249
78,5.50056,0.264305,5.76487
68,6.40157,0.349897,6.75146
84,6.34501,0.245121,6.59013
66,5.72412,0.256165,5.98028

ORB + ORB
67,5.13217,0.243019,5.37519
70,5.64089,0.19146,5.83235
72,5.46139,0.240994,5.70239
84,5.96554,0.196958,6.1625
91,5.20818,0.23566,5.44384
101,5.58702,0.325258,5.91228
92,5.6779,0.254576,5.93247
93,5.59204,0.245721,5.83776
93,6.06375,0.262378,6.32613

ORB + FREAK
42,5.10939,0.220577,5.32997
36,5.389,0.183891,5.57289
44,5.52485,0.162892,5.68774
47,5.71991,0.159061,5.87897
44,5.3583,0.156476,5.51478
51,5.81214,0.209263,6.0214
52,5.36287,0.175119,5.53799
48,5.55864,0.170582,5.72922
56,5.75397,0.169656,5.92362

ORB + SIFT
67,5.93088,0.272203,6.20308
79,5.48591,0.2445,5.73041
78,5.65045,0.240964,5.89141
79,6.12228,0.244516,6.3668
82,5.90545,0.251697,6.15715
95,5.61706,0.282009,5.89907
95,5.66226,0.285561,5.94782
94,6.33531,0.275121,6.61043
94,6.24731,0.285712,6.53302

AZAKE + BRISK
137,55.5314,0.380695,55.9121
125,55.4234,0.317704,55.7411
129,54.1357,0.302265,54.438
129,55.0567,0.370968,55.4277
131,58.784,0.315352,59.0994
132,54.5857,0.335483,54.9212
142,54.2701,0.375424,54.6455
146,55.5625,0.398016,55.9605
144,55.4093,0.336525,55.7458

AKAZE + BRIEF
141,55.0859,0.331812,55.4178
134,51.0558,0.297124,51.3529
131,50.6251,0.343276,50.9684
130,51.9289,0.308051,52.237
134,51.0479,0.303641,51.3516
146,51.3352,0.296243,51.6314
150,53.0521,0.309131,53.3612
148,51.6477,0.321606,51.9693
152,50.8746,0.326015,51.2006

AKAZE + ORB
131,50.4666,0.318627,50.7853
129,53.7928,0.27451,54.0673
127,51.6139,0.298484,51.9123
117,51.9583,0.272212,52.2305
130,52.539,0.285717,52.8248
131,51.9308,0.309903,52.2407
137,52.9857,0.32533,53.311
135,55.024,0.307569,55.3316
145,57.9219,0.309762,58.2317

AKAZE + FREAK
126,51.3349,0.358497,51.6934
129,52.7055,0.307654,53.0131
127,51.9953,0.318728,52.3141
121,53.0079,0.314901,53.3228
122,53.4864,0.342026,53.8284
133,52.1206,0.333229,52.4538
144,50.7377,0.344146,51.0818
147,56.5505,0.354063,56.9046
138,55.7902,0.344981,56.1352

AKAZE + AKAZE
138,50.8336,0.34201,51.1756
138,53.7569,0.30342,54.0603
133,52.9572,0.302333,53.2596
127,51.681,0.340893,52.0219
129,52.1445,0.352813,52.4973
146,50.6756,0.318337,50.9939
147,50.9378,0.353073,51.2909
151,51.8991,0.351435,52.2505
150,51.1037,0.351335,51.455

AKAZE + SIFT
134,58.8718,0.416195,59.288
134,57.4704,0.362505,57.8329
130,56.823,0.352978,57.176
136,54.1348,0.369908,54.5048
137,56.9982,0.361457,57.3597
147,56.402,0.367532,56.7695
147,57.039,0.384394,57.4234
154,56.0853,0.36898,56.4543
151,55.7404,0.392862,56.1333

SIFT + BRISK
64,67.5295,0.309847,67.8393
66,66.615,0.325138,66.9402
63,68.2604,0.266441,68.5268
67,68.4144,0.26727,68.6816
59,68.5429,0.257702,68.8006
64,68.8891,0.285375,69.1744
64,67.2031,0.268886,67.472
67,69.566,0.310779,69.8768
80,66.5799,0.377825,66.9577

SIFT + BRIEF
86,61.4306,0.33048,61.7611
78,63.3504,0.252078,63.6024
77,65.197,0.248095,65.4451
86,65.2598,0.264288,65.5241
69,65.3639,0.259556,65.6235
74,65.822,0.290541,66.1125
76,66.3765,0.250694,66.6272
70,65.4053,0.30689,65.7122
88,66.4541,0.317147,66.7712

SIFT + FREAK
65,61.7045,0.321943,62.0264
72,62.8436,0.2662,63.1098
65,68.8447,0.267498,69.1122
67,66.4812,0.271531,66.7527
59,68.6926,0.278588,68.9712
59,72.001,0.284066,72.285
64,69.5099,0.283226,69.7932
65,69.7191,0.323792,70.0429
79,69.7485,0.277103,70.0256

SIFT + SIFT
82,60.3474,0.323292,60.6707
81,62.6045,0.278373,62.8829
86,69.1201,0.26856,69.3887
94,68.3618,0.302066,68.6639
90,69.5902,0.308458,69.8986
81,68.7115,0.319843,69.0313
82,65.6562,0.337139,65.9933
102,69.512,0.326558,69.8386
104,69.7558,0.333709,70.0895
